Question	Answer	Source	Metadata	SuggestedQuestions	IsContextOnly	Prompts	QnaId
How do I create a safe workplace?	Follow the [industry-specific guidance](https://covid19.ca.gov/industry-guidance/) for your industry or business. No matter what type of business you have:\n\n*   Tell employees to stay home if they are sick.\n    *   Implement sick leave policies to support that.\n    *   There are government programs supporting [COVID-19 sick leave](https://www.dir.ca.gov/dlse/Comparison-COVID-19-Paid-Leave.html) and [workers’ compensation](https://www.labor.ca.gov/coronavirus2019/#chart).\n*   Routinely clean the workplace.\n*   Reduce travel. Encourage video conferencing and limit large gatherings.\n*   Follow [Cal/OSHA interim general guidelines](https://www.dir.ca.gov/dosh/coronavirus/General-Industry.html) on protecting workers from COVID-19.\n*   Follow [CDC guidance on keeping the workplace safe](https://www.cdc.gov/coronavirus/2019-ncov/downloads/workplace-school-and-home-guidance.pdf) (PDF).\n\nMore info: [Businesses and employers](https://covid19.ca.gov/business-and-employers/)	https://covid19.ca.gov/business-and-employers/	 	[]	false	[]	12
What steps do I take if an employee tests positive in my business?	If an employer discovers a worker has tested positive for COVID-19 or has symptoms:\n\n*   Send the worker home\n*   Let them know about sick leave available through law and company policy\n*   [Follow guidance](https://files.covid19.ca.gov/pdf/employer-playbook-for-safe-reopening--en.pdf) about isolation, quarantine, testing, and when the worker should return to work\n*   Inform other workers who may have been exposed and provide:\n    *   Healthcare consultations about their potential exposure\n    *   Instructions on getting tested\n    *   Information about isolation, quarantine, and symptoms\n*   Keep the identities of people with suspected or confirmed cases confidential\n*   Provide sick leave policies that let sick workers stay home without penalty\n*   Make workers aware of leave policies\n\nEmployers must report COVID-19 cases to local health departments (LHD) if:\n\n*   They have three or more confirmed cases in two weeks\n*   They are not a healthcare provider\n*   The cases were not in a residential setting\n\nEmployers must report cases to the LHD where the employer is located and the LHD where the workers live. Employers must provide LHDs with:\n\n*   A list of all workers at the site\n*   Information about workers with confirmed cases:\n    *   Job titles\n    *   Work areas\n    *   [Close contacts](https://www.cdc.gov/coronavirus/2019-ncov/php/contact-tracing/contact-tracing-plan/appendix.html#contact) with other employees\n    *   Date symptoms began\n    *   Shifts worked while infectious\n\nLHDs may ask for more information about workers with COVID, including their:\n\n*   Job description\n*   Location\n*   Work schedule\n*   City and county of residence\n\nFor more information about employer requirements, including cleaning and disinfection, see [Responding to COVID-19 in the Workplace for Employers (PDF)](https://files.covid19.ca.gov/pdf/responding-to-covid19-workplace--en.pdf).\n\nMore info: [Businesses and employers](https://covid19.ca.gov/business-and-employers/)	https://covid19.ca.gov/business-and-employers/	 	[]	false	[]	13
What precautions should healthcare workers and organizations take?	Cal/OSHA has issued [statewide industry guidance](https://www.dir.ca.gov/dosh/coronavirus/Health-Care-General-Industry.html) on how to protect workers from coronavirus.\n\nMore info: [Businesses and employers](https://covid19.ca.gov/business-and-employers/)	https://covid19.ca.gov/business-and-employers/	 	[]	false	[]	14
How can I avoid laying off employees if my business is impacted by COVID-19?	The Employment Development Department offers the [Unemployment Insurance (UI) Work Sharing Program](https://www.edd.ca.gov/Unemployment/Work_Sharing_Program.htm) as a temporary alternative to layoffs.\n\nMore info: [Businesses and employers](https://covid19.ca.gov/business-and-employers/)	https://covid19.ca.gov/business-and-employers/	 	[]	false	[]	15
What SBA programs are available to small businesses right now?	The U.S. SBA offers the **Economic Injury Disaster Loan (EIDL)**.\n\nThe U.S. SBA is accepting new applications from all eligible businesses, and will continue to process EIDL Loan applications already submitted on a first come, first-served basis. Check the U.S. SBA’s [Disaster Loan Applications website](https://www.sba.gov/page/disaster-loan-applications#section-header-0) for more information.\n\nThe EIDL is a direct loan for up to $2 million at a rate of 3.75% for small businesses and 2.75% for nonprofits. [Apply directly with the SBA](https://covid19relief.sba.gov/#/). For questions, you can contact SBA’s Customer Service Line at [1-800-659-2955](tel:1-800-659-2955) / [1-800-877-8339](tel:1-800-877-8339) (TTY), or send an email to [disastercustomerservice@sba.gov](mailto:disastercustomerservice@sba.gov).\n\nThe EIDL Advance, which provided grants of up to $10,000, has been [discontinued](https://www.sba.gov/page/disaster-loan-applications#section-header-0). EIDL loan applications will still be processed even though the Advance is no longer available.\n\nThe Paycheck Protection Program (PPP) is not accepting new applications. Businesses who received PPP funds can apply for loan forgiveness. [Loan forgiveness application instructions](https://www.sba.gov/document/sba-form-paycheck-protection-program-loan-forgiveness-application-instructions-borrowers) are available at the SBA website. You can also contact your PPP lender.\n\nMore info: [Businesses and employers](https://covid19.ca.gov/business-and-employers/)	https://covid19.ca.gov/business-and-employers/	 	[]	false	[]	16
How does a business know if it is eligible for a Small Business Administration (SBA) loan or loan guarantee program?	Small businesses with 500 employees or less are eligible to apply for the Small Business Debt Relief Program. Review the SBA’s [loan details and forgiveness](https://www.sba.gov/funding-programs/loans/coronavirus-relief-options/paycheck-protection-program#section-header-5) information.\n\nSmall businesses are also eligible to apply for the Economic Injury Disaster Loan (EIDL) program. Visit SBA’s comprehensive [COVID-19 support website](https://www.sba.gov/page/coronavirus-covid-19-small-business-guidance-loan-resources#section-header-4%20.) to find out more about SBA’s eligibility requirements for each program.\n\nMore info: [Businesses and employers](https://covid19.ca.gov/business-and-employers/)	https://covid19.ca.gov/business-and-employers/	 	[]	false	[]	17
How do I reach the Small Business Administration (SBA) for any questions or assistance?	SBA has district offices in California that are open to answer questions. You can use the [SBA’s Local Assistance Directory](https://www.sba.gov/local-assistance) to locate the office nearest you. You can also contact the SBA by phone at [1-800-659-2955](tel:1-800-659-2955) / [1-800-877-8339](tel:1-800-877-8339) (TTY), or by email at [disastercustomerservice@sba.gov](mailto:disastercustomerservice@sba.gov).  \n\nMore info: [Businesses and employers](https://covid19.ca.gov/business-and-employers/)	https://covid19.ca.gov/business-and-employers/	 	[]	false	[]	18
How does a small business know which Small Business Administration (SBA) loan or loan guarantee program is the right one? Can a small business apply to more than one?	Call or email the SBA to find out which program is right for you. While businesses can apply for and receive more than one form of capital assistance through the SBA, they cannot be used for the same purpose. The SBA can advise you on your options. Call [1-800-659-2955](tel:1-800-659-2955) / [1-800-877-8339](tel:1-800-877-8339) (TTY), or email [disastercustomerservice@sba.gov](mailto:disastercustomerservice@sba.gov).\n\nMore info: [Businesses and employers](https://covid19.ca.gov/business-and-employers/)	https://covid19.ca.gov/business-and-employers/	 	[]	false	[]	19
How do I get the Small Business Administration (SBA) to cover my loan payments on my existing 7(a), 504, or microloan if I cannot pay due to COVID-19?	SBA has a [Debt Relief program](https://www.sba.gov/funding-programs/loans/coronavirus-relief-options/sba-debt-relief) and will pay the principal and interest of existing SBA loans. Please contact your lender for information.\n\nMore info: [Businesses and employers](https://covid19.ca.gov/business-and-employers/)	https://covid19.ca.gov/business-and-employers/	 	[]	false	[]	20
If I need help to figure out which program is best for me or to submit an application, where can I find support?	California’s network of small business support centers can help you figure out which loans and programs are best for your business, develop resiliency strategies, and find other resources. Go to California’s [small business centers](https://business.ca.gov/advantages/small-business-innovation-and-entrepreneurship/how-we-can-help/covid-19-resources-map/) to find the closest center.\n\nMore info: [Businesses and employers](https://covid19.ca.gov/business-and-employers/)	https://covid19.ca.gov/business-and-employers/	 	[]	false	[]	21
What if a provider says they have availability on MyChildCare.ca.gov but when I connect with them they have no space?	The information on [MyChildCare.ca.gov](http://mychildcare.ca.gov/) will be updated twice each week but it is possible that vacancies are filled between updates. Contact the [California Child Care Resource & Referral Network](https://rrnetwork.org/index.php?p=family-services/find-child-care) to find more vacancies. \n\nMore info: [Find childcare options near you](https://covid19.ca.gov/childcare/)	https://covid19.ca.gov/childcare/	 	[]	false	[]	22
How can I find out more about the provider listed in MyChildCare.ca.gov?	[MyChildCare.ca.gov](http://mychildcare.ca.gov/) includes each provider’s facility/license number. This number can be searched at the California Department of Social Service’s [Community Care Licensing Database](https://www.ccld.dss.ca.gov/carefacilitysearch/) to find more information about the provider, like information on inspections and complaints.  \n\nMore info: [Find childcare options near you](https://covid19.ca.gov/childcare/)	https://covid19.ca.gov/childcare/	 	[]	false	[]	23
How can I find help paying for childcare?	[MyChildCare.ca.gov](http://mychildcare.ca.gov/) provides information on all licensed center-based and family childcare homes. This includes both private-pay and subsidized childcare. This is subject to capacity and eligibility requirements. The [California Child Care Resource & Referral Network](https://rrnetwork.org/index.php?p=family-services/find-child-care) can answer more questions about childcare subsidies.\n\nMore info: [Find childcare options near you](https://covid19.ca.gov/childcare/)	https://covid19.ca.gov/childcare/	 	[]	false	[]	24
Can I get childcare during the stay home order?	Yes, all childcare facilities can open with necessary modifications.\n\nMore info: [Find childcare options near you](https://covid19.ca.gov/childcare/)<!-- child care, childcare, daycare, day care -->	https://covid19.ca.gov/childcare/	 	[]	false	[]	25
Can my babysitter still come to the house?	Yes, a childcare worker can come to your home if necessary and should practice basic prevention guidelines (like hand washing for at least 20 seconds, physical distancing, and staying home if feeling ill).\n\nMore info: [Find childcare options near you](https://covid19.ca.gov/childcare/)	https://covid19.ca.gov/childcare/	 	[]	false	[]	26
How can I participate in California COVID Notify, Google and Apple’s exposure notification system?	You can add your phone to the COVID fight by turning on CA Notify, California’s exposure notification system. This system does not track your personal information or location. For details, see the [CA Notify](https://canotify.ca.gov/) website or call 888-421-9457 (888-4C19-HLP).\n\nMore info: [Contact tracing](https://covid19.ca.gov/contact-tracing/)	https://covid19.ca.gov/contact-tracing/	 	[]	false	[]	27
What is a close contact?	A [close contact](https://www.cdc.gov/coronavirus/2019-ncov/php/contact-tracing/contact-tracing-plan/appendix.html#contact) is someone who was within 6 feet of a person with COVID-19 for at least 15 minutes over a 24-hour period starting from 2 days before symptoms appeared (or, for patients who do not have symptoms, 2 days prior to their test) until the time the patient is isolated.\n\nYou are also a close contact if:\n\n*   You provided care at the home of someone who is sick with COVID-19\n*   You had direct physical contact with the person (such as hugging or kissing them)\n*   You shared eating or drinking utensils\n*   They sneezed, coughed, or somehow got respiratory droplets on you.\n\nMore info: [Contact tracing](https://covid19.ca.gov/contact-tracing/)	https://covid19.ca.gov/contact-tracing/	 	[]	false	[]	28
Am I considered a close contact if I was wearing a mask?	Yes, you are still considered a [close contact](https://www.cdc.gov/coronavirus/2019-ncov/php/contact-tracing/contact-tracing-plan/appendix.html#contact) even if you were wearing a mask while you were around someone with COVID-19. Studies suggest masks offer some protection to the wearer, as well as help to protect other people in case you are infected but they are not 100% guaranteed to stop  \ntransmission.\n\nMore info: [Contact tracing](https://covid19.ca.gov/contact-tracing/)	https://covid19.ca.gov/contact-tracing/	 	[]	false	[]	29
Will contact tracers track my location?	No, California’s contact tracing program does not use any cell phone tracking technology. Laboratories who identify positive cases are required to provide contact information to Public Health. Someone from your local public health department will speak privately with you. All information is confidential and protected by California’s strict privacy laws. They may stay in touch to make sure your symptoms aren’t worsening.\n\nMore info: [Contact tracing](https://covid19.ca.gov/contact-tracing/)	https://covid19.ca.gov/contact-tracing/	 	[]	false	[]	30
Is contact tracing help available in my language?	Your [local health department](https://covid19.ca.gov/get-local-information/) can communicate with you in many different languages.\n\nMore info: [Contact tracing](https://covid19.ca.gov/contact-tracing/)	https://covid19.ca.gov/contact-tracing/	 	[]	false	[]	31
How do I find a coronavirus testing location?	To learn more about testing and care, visit the [Testing and treatment page](https://covid19.ca.gov/testing-and-treatment/). You can search for testing locations there using your zip code. \n\nMore info: [Contact tracing](https://covid19.ca.gov/contact-tracing/)	https://covid19.ca.gov/contact-tracing/	 	[]	false	[]	32
What if I have COVID-19 symptoms and have not been contacted by the health department?	[Get tested](https://covid19.ca.gov/testing-and-treatment/) immediately. [Isolate](https://www.cdc.gov/coronavirus/2019-ncov/if-you-are-sick/isolation.html) yourself until:\n\n*   at least 10 days have passed since symptoms started, **AND**\n*   your fever has been gone for 24 hours without taking medication, **AND**\n*   your [symptoms](https://covid19.ca.gov/symptoms-and-risks/#top) (like cough and shortness of breath) have improved.\n\nContact your local health department for contact tracing. This is true whether you’ve tested positive, negative, or are untested. Read more in the [Employer Playbook for a Safe Reopening (PDF)](https://files.covid19.ca.gov/pdf/employer-playbook-for-safe-reopening--en.pdf).\n\nMore info: [Contact tracing](https://covid19.ca.gov/contact-tracing/)	https://covid19.ca.gov/contact-tracing/	 	[]	false	[]	33
What if I came in contact with someone who has COVID-19 symptoms, but my local health department is not aware of it?	You should [get tested](https://covid19.ca.gov/testing-and-treatment/). Contact your [local health department](https://covid19.ca.gov/get-local-information/) for contact tracing. [Quarantine](https://www.cdc.gov/coronavirus/2019-ncov/if-you-are-sick/quarantine.html) yourself while waiting for your test results.\n\n**If you tested positive but have no symptoms**, you should [isolate](https://www.cdc.gov/coronavirus/2019-ncov/if-you-are-sick/isolation.html) at home for at least 10 days.\n\n**If you develop symptoms**, you should stay home until:\n\n*   at least 10 days have passed since symptoms started, **AND**\n*   your fever has been gone for 24 hours without the aid of medication, **AND** \n*   your [symptoms](https://covid19.ca.gov/symptoms-and-risks/#top) (like cough and shortness of breath) have improved.\n\nThis is true whether you’ve tested positive, negative, or are untested.\n\n**If you had [close contact](https://www.cdc.gov/coronavirus/2019-ncov/php/contact-tracing/contact-tracing-plan/appendix.html#contact) with someone who tested positive but you tested negative**, you should still [quarantine](https://www.cdc.gov/coronavirus/2019-ncov/if-you-are-sick/quarantine.html) at home for at least 10 days.\n\n*   Close contacts who have never had any symptoms may discontinue quarantine after Day 10 from the date of last exposure **without** testing.\n*   If you are released from quarantine before Day 14 after exposure, you must:\n    *   Monitor yourself daily for COVID-19 symptoms through Day 14 and if symptoms occur, immediately self-isolate and contact your local public health department or healthcare provider to get tested.\n    *   Wear a mask or facial covering around others, continue to wash your hands frequently, and stay at least 6 feet from others through Day 14.\n\nMore info: [Contact tracing](https://covid19.ca.gov/contact-tracing/)	https://covid19.ca.gov/contact-tracing/	 	[]	false	[]	34
What action is the state taking to ensure all schools are providing meaningful instruction during the pandemic whether they are physically open or closed?	*   California has made $5.3 billion in investments to support safe reopening and rigorous distance learning.\n*   Funds prioritize low-income students, English language learners, and special education students.\n\nMore info: [Education](https://covid19.ca.gov/education/)	https://covid19.ca.gov/education/	 	[]	false	[]	35
What determines whether schools can open for in-person learning or continue distance learning?	Schools can reopen for in-person instruction once their county has been in the Substantial (red) tier for at least two weeks. Tiers take effect the day after assignment. For example, if a county moves to the Substantial (red) tier on Tuesday, September 8, and stays there for two weeks, schools can open Wednesday, September 23.\n\nSchools that have reopened for in-person instruction are not required to close if their county moves back to the Widespread (purple) tier. Learn more about [guidance for schools](https://covid19.ca.gov/industry-guidance/#schools-guidance).\n\nMore info: [Education](https://covid19.ca.gov/education/)	https://covid19.ca.gov/education/	 	[]	false	[]	36
What are the health and safety requirements for schools doing in-person learning?	*   Everyone entering the school must do daily health checks.\n*   If someone experiences symptoms while at school, they will be sent home.\n*   Masks are required for all staff and students 3rd grade and above. Younger students should be encouraged to wear masks.\n*   Staff members must maintain 6ft distance from each other and students. Students should maintain 6ft distance as practicable.\n\nMore info: [Education](https://covid19.ca.gov/education/)	https://covid19.ca.gov/education/	 	[]	false	[]	37
What happens if someone gets COVID-19 at my child’s school?	*   A classroom goes home when there is a confirmed case\n*   A school should switch to distance learning when there are multiple positive cases in multiple classroom cohorts\n*   A district should switch to distance learning if 25% of schools in the district are closed within a 14-day period\n\nMore info: [Education](https://covid19.ca.gov/education/)	https://covid19.ca.gov/education/	 	[]	false	[]	38
If my child’s school is engaged in distance learning, what should I expect?	*   New statewide requirements include:\n    *   Access to devices and connectivity for all students\n    *   Daily live interaction with teachers and other students\n    *   Classes and assignments that are challenging and are equivalent to in-person instruction\n    *   Special requirements for English language learners and special education students\n\nMore info: [Education](https://covid19.ca.gov/education/)	https://covid19.ca.gov/education/	 	[]	false	[]	39
My school provides free grab-and-go meals. Are those still available?	Yes. It is essential to keep children fed. Check with your local school district for days and times meals are offered.\n\nMore info: [Education](https://covid19.ca.gov/education/)	https://covid19.ca.gov/education/	 	[]	false	[]	40
How will students with disabilities receive services during school closures?	The Department of Education has released [guidance on distance learning](https://www.cde.ca.gov/ls/he/hn/distancelearning.asp) to support schools. This guidance includes recommendations to ensure equity and access for all students.\n\nMore info: [Education](https://covid19.ca.gov/education/)	https://covid19.ca.gov/education/	 	[]	false	[]	41
Will there be standardized testing for students? When?	Probably not: on March 18, 2020, Governor Newsom issued an [executive order](https://www.gov.ca.gov/2020/03/18/governor-newsom-issues-executive-order-to-suspend-standardized-testing-for-students-in-response-to-covid-19-outbreak/)  to waive this year’s statewide testing for K-12 schools.\n\nMore info: [Education](https://covid19.ca.gov/education/)	https://covid19.ca.gov/education/	 	[]	false	[]	42
When can colleges or universities in counties resume indoor lectures?	Certain indoor operations in institutions of higher education must remain closed in counties in the Widespread (purple) tier. In other counties, those indoor operations can reopen consistent with the [Blueprint for a Safer Economy](https://covid19.ca.gov/safer-economy/) requirements for movie theaters and places of worship.\n\nMore info: [Education](https://covid19.ca.gov/education/)	https://covid19.ca.gov/education/	 	[]	false	[]	43
Is there financial help for student loans?	The [governor has ordered](https://www.gov.ca.gov/2020/04/23/governor-newsom-announces-additional-relief-for-californians-impacted-by-covid-19/) relief for students with federal loans. Check with your lender to see what options are available for you.\n\nMore info: [Education](https://covid19.ca.gov/education/)	https://covid19.ca.gov/education/	 	[]	false	[]	44
What if I don’t have internet access at home?	Check with your local school district or college to see what resources are available for you.  List of providers offering free internet access currently:\n\n[Spectrum mobile](https://mobile.spectrum.com/support/article/360040980371/coronavirus-covid19-update)  has opened wifi hotspots and are working on assisting school districts with facilitating home internet access. \n\n[Comcast](https://corporate.comcast.com/covid-19) has opened free Xfinity WiFi hotspot access across the country. Xfinity has also paused data plans, late fees, and disconnects for the next 60 days. Families with limited income can receive internet services for free for the next 60 days (usually $9.95 per month). \n\n[AT&T](https://about.att.com/pages/COVID-19.html)  has opened all public WiFi hotspots and will not charge customers for any late fees or overages. AT&T also offers internet access for [$10/month for households on limited income](https://www.att.com/shop/internet/access/index.html?source=ECmj0000000000mbU&wtExtndSource=access#!/#%2F).\n\n[Low-cost Internet access plans](https://www.cde.ca.gov/ls/he/hn/availableinternetplans.asp) are also available.\n\nMore info: [Education](https://covid19.ca.gov/education/)	https://covid19.ca.gov/education/	 	[]	false	[]	45
What effect will late payments have on my credit report?	Financial institutions will not report derogatory information (like late payments) to credit reporting agencies, but may report a forbearance. Typically this does not negatively affect a credit score on its own.\n\nMore info: [Get financial help](https://covid19.ca.gov/get-financial-help/)	https://covid19.ca.gov/get-financial-help/	 	[]	false	[]	46
How long will financial relief programs last?	It’s unclear how severe or how long COVID-19 will affect California. Financial institutions have committed to necessary relief and will assess ongoing conditions and need for continuing relief.\n\nMore info: [Get financial help](https://covid19.ca.gov/get-financial-help/)	https://covid19.ca.gov/get-financial-help/	 	[]	false	[]	47
What if my financial institution isn’t offering this relief?	Call or check their website to be sure. At this time, JP Morgan Chase, US Bank, Wells Fargo and Citigroup, [and nearly 200 state-chartered banks](https://dbo.ca.gov/covid19-updates-fi/) and credit unions are supporting these commitments. \n\nMore info: [Get financial help](https://covid19.ca.gov/get-financial-help/)	https://covid19.ca.gov/get-financial-help/	 	[]	false	[]	48
Is mortgage relief available to businesses?	The relief is currently only available for residential mortgages.\n\nMore info: [Get financial help](https://covid19.ca.gov/get-financial-help/)	https://covid19.ca.gov/get-financial-help/	 	[]	false	[]	49
What if my mortgage servicer is not communicative or cooperative?	*   [File a complaint](https://dbo.ca.gov/file-a-complaint/) with the Department of Business Oversight\n*   Call DBO’s Consumer Services Office at [(866) 275-2677](tel:1-866-275-2677) or [(916) 327-7585](tel:1-916-327-7585) \n*   Or email [Ask.DBO@dbo.ca.gov](mailto:Ask.DBO@dbo.ca.gov)\n\nMore info: [Get financial help](https://covid19.ca.gov/get-financial-help/)	https://covid19.ca.gov/get-financial-help/	 	[]	false	[]	50
What are the restrictions in my area?	The state has ordered that certain businesses and activities be restricted in order to slow the spread of COVID-19. See what [can be open or must be closed](https://covid19.ca.gov/safer-economy) in your county.\n\nYour local health department may have more restrictions. Find [your county’s COVID-19 website](https://covid19.ca.gov/get-local-information/#County-websites) for more details.\n\nWhile each county may have different restrictions, it is important to stay home as much as possible. If you do go out, stay 6 feet away from others who are not in your household and wear a mask or face covering. Your actions save lives.\n\nMore info: [Local info and alerts](https://covid19.ca.gov/get-local-information/)	https://covid19.ca.gov/get-local-information/	 	[]	false	[]	51
I am an immigrant Californian. Are there organizations that can help me?	Yes. The California Immigrant Resilience Fund is raising $50 million to provide cash assistance to undocumented Californians who are ineligible for other COVID-19 programs. Visit the [California Immigrant Resilience Fund](http://www.immigrantfundca.org) website to see if you can benefit from this program.\n\nMore info: [Help for immigrants](https://covid19.ca.gov/guide-immigrant-californians/)	https://covid19.ca.gov/guide-immigrant-californians/	 	[]	false	[]	52
What other government programs are immigrants eligible for during the COVID-19 pandemic?	Check the [Guide for Immigrant Californians (PDF)](https://files.covid19.ca.gov/pdf/wp/listos_covid_19_immigrant_guidance_en_daf.pdf). It has information about jobs, wages, benefits, and small business and housing support.\n\nMore info: [Help for immigrants](https://covid19.ca.gov/guide-immigrant-californians/)	https://covid19.ca.gov/guide-immigrant-californians/	 	[]	false	[]	53
What if I don’t have health insurance and I need COVID-19 diagnosis, testing or treatment?	The cost of needed COVID-19 diagnosis, testing and treatment for the uninsured is [paid for by the government](https://www.hrsa.gov/CovidUninsuredClaim). Check your symptoms using the [Symptom Screener](https://www.cdc.gov/coronavirus/2019-ncov/symptoms-testing/symptoms.html?CDC_AA_refVal=https%3A%2F%2Fwww.cdc.gov%2Fcoronavirus%2F2019-ncov%2Fsymptoms-testing%2Findex.html) or by talking to your doctor. Medically necessary [testing](https://covid19.ca.gov/testing-and-treatment/) is also free through Verily’s Project Baseline or OptumServe\n\nMore info: [Healthcare and coverage](https://covid19.ca.gov/healthcare/)	https://covid19.ca.gov/healthcare/	 	[]	false	[]	54
Does my health plan have to cover my COVID-19 test?	Yes, if you:\n\n*   Have COVID-19 symptoms,\n*   Were exposed to someone who has COVID-19, or\n*   The test is medically necessary for your situation. \n\nIf you have COVID-19 symptoms or think you’ve been exposed, under federal law, you can get a test anywhere and your health plan must pay for it.\n\nIf you are an [essential worker](https://www.dmhc.ca.gov/Portals/0/Docs/DO/DMHC-FAQForHealthCoverageOfCOVID-19Testing.pdf), your health plan must cover your COVID-19 test. But you must contact your health plan before getting tested. \n\nIf none of these things above are true but you’d still like a test, contact your health plan or health care provider.\n\nAs a first step, you can check your symptoms using the [Symptom Screener](https://www.cdc.gov/coronavirus/2019-ncov/symptoms-testing/symptoms.html?CDC_AA_refVal=https%3A%2F%2Fwww.cdc.gov%2Fcoronavirus%2F2019-ncov%2Fsymptoms-testing%2Findex.html) or by contacting your doctor.\n\nMore info: [Healthcare and coverage](https://covid19.ca.gov/healthcare/)	https://covid19.ca.gov/healthcare/	 	[]	false	[]	55
