"Question","Answer","Source","Metadata","SuggestedQuestions","IsContextOnly","Prompts","QnaId"
"Can the Order be changed?",,"https://covid19.ca.gov/stay-home-except-for-essential-needs/","","[]","FALSE","[]","91"
"How does this order interact with local orders to shelter in place? Does it supersede them?",,"https://covid19.ca.gov/stay-home-except-for-essential-needs/","","[]","FALSE","[]","92"
"If I am not an Essential Critical Infrastructure Worker, can I still leave the house?",,"https://covid19.ca.gov/stay-home-except-for-essential-needs/","","[]","FALSE","[]","93"
"Are mass gatherings permitted?","State public health directives prohibit professional, social and community mass gatherings. Gatherings are defined as—meetings or other events that bring together persons from multiple households at the same time for a shared or group experience in a single room, space, or place such as an auditorium, stadium, arena, large conference room, meeting hall, or other indoor or outdoor space. They pose an especially high danger of transmission and spread of COVID-19.\n\nOn May 25, 2020, in an effort to balance First Amendment interests with public health, the State Public Health Officer created an exception to the prohibition against mass gatherings for faith-based services and cultural ceremonies as well as protests. Those types of gatherings are permitted so long as they do not exceed 100 attendees or 25% of the capacity of the space in which the gathering is held, whichever is lower. All other mass gatherings are prohibited until further notice.\n\nMore info: [Stay home Q&A](https://covid19.ca.gov/stay-home-except-for-essential-needs/)","https://covid19.ca.gov/stay-home-except-for-essential-needs/"," ","[]","false","[]","14"
"Can I get a haircut?","It depends. If your county has been approved to move further in the Resilience Roadmap, then hair salons and barber shops may reopen in your area. See the list of [counties with a variance](https://www.cdph.ca.gov/Programs/CID/DCDC/Pages/COVID-19/County_Variance_Attestation_Form.aspx).\n\nMore info: [Stay home Q&A](https://covid19.ca.gov/stay-home-except-for-essential-needs/)","https://covid19.ca.gov/stay-home-except-for-essential-needs/"," ","[]","false","[]","15"
"Can I visit my family and friends?","It is best to stay connected with your loved ones through phone and video calls, as visiting family and friends outside your household still presents a risk of spreading coronavirus. Keeping distance from others is especially important for people that are at higher risk of getting very sick, including older people, and people of any age who have underlying medical conditions. \n\nIf you do visit family or friends that don’t live in your home in person, take steps to keep everyone safe, like:\n\n*   Keep at least 6 feet between yourself and others, even when you wear a face covering\n*   Visit outdoors instead of indoors when possible\n*   Wear a face covering or cloth mask\n*   Wash your hands often\n*   Clean and disinfect commonly- touched surfaces\n\nMore info: [Stay home Q&A](https://covid19.ca.gov/stay-home-except-for-essential-needs/)","https://covid19.ca.gov/stay-home-except-for-essential-needs/"," ","[]","false","[]","16"
"I want to express my political views.  How can I make my voice heard?","There are many ways for you to express your political views without holding a physical, in-person gathering.  For example, you may continue to call or write elected officials, write letters to the editor of news publications, display lawn or window signs, or use online and other electronic media (including Zoom rooms, Twitter feeds, Facebook pages, and other digital forums) to express your views.  \n\nAdditionally, as noted above, you may leave your home for any reason as long as you **do not gather with people who are not members of your household**.  When you are otherwise out in public, public health directives do not prevent you from engaging in political expression—such as by wearing or carrying a sign.\n\nIf collective action in physical space is important to you, consider whether you and other participants can safely protest from within your cars.  The State Public Health Officer does not consider in-car protests to be gatherings, if participants stay in their cars and otherwise remain apart from individuals who are not part of their households.  Many activists have organized car-based protests (honking horns, flying flags, displaying signs, and so on) to express their political views while complying with State public health directives.  \n\nWhenever you are considering a protest (including an in-car protest), make sure you comply with all other applicable laws, including any local public-health measures that may be more restrictive than statewide directives and any other applicable local laws.\n\nIf you do wish to engage in in-person protest outside of your car with a group of any size, you must follow the guidelines for political protest gatherings below.\n\nMore info: [Stay home Q&A](https://covid19.ca.gov/stay-home-except-for-essential-needs/)","https://covid19.ca.gov/stay-home-except-for-essential-needs/"," ","[]","false","[]","17"
"Can I engage in political protest gatherings?","Yes, although in-person protests present special public health concerns. \n\nEven with adherence to physical distancing, bringing members of different households together to engage in in-person protest carries a higher risk of widespread transmission of COVID-19.  Such gatherings may result in increased rates of infection, hospitalization, and death, especially among more vulnerable populations. In particular, activities like chanting, shouting, singing, and group recitation negate the risk-reduction achieved through six feet of physical distancing. For this reason, people engaging in these activities should wear face coverings at all times.\n\nTherefore, it is strongly recommended that those exercising their right to engage in political expression (including, for example, their right to petition the government) should utilize alternative channels, such as the many online and broadcasting platforms available in the digital age, in place of in-person gatherings. \n\nHowever, state public health directives do not prohibit in-person _outdoor_ protests as long as physical distancing of six feet between persons or groups of persons from different households is maintained at all times. Additionally, Local Health Officers are advised to consider appropriate limitations on outdoor attendance capacities, factoring their jurisdiction’s key COVID-19 health indicators. Failure to maintain adequate physical distancing may result in an order to disperse or other enforcement action. Masks and cloth face coverings are strongly recommended.\n\nState public health directives do not prohibit in-person _indoor_ protests as long as (1) attendance is limited to 25% of the relevant area’s maximum occupancy, as defined by the relevant local permitting authority or other relevant authority, or a maximum of 100 attendees, whichever is lower, and (2) physical distancing of six feet between persons or groups of persons from different households is maintained at all times. Failure to maintain adequate physical distancing may result in an order to disperse or other enforcement action. Masks and cloth face coverings are strongly recommended.\n\nParticipants must maintain a physical distance of six feet from any uniformed peace officers and other public safety personnel present, unless otherwise directed, and follow all other requirements and directives imposed by local health officers and law enforcement, or other applicable authorities.\n\nThis limitation on attendance will be reviewed at least once every 21 days. This review will assess the impacts of these imposed limits on public health and provide further direction as part of a phased-in restoration of gatherings that implicate the First Amendment.\n\nMore info: [Stay home Q&A](https://covid19.ca.gov/stay-home-except-for-essential-needs/)","https://covid19.ca.gov/stay-home-except-for-essential-needs/"," ","[]","false","[]","18"
"How do I vote?",,"https://covid19.ca.gov/stay-home-except-for-essential-needs/","","[]","FALSE","[]","95"
"Can I go to church?","Yes. As of May 25, places of worship such as churches, mosques, temples, and synagogues can open throughout the state, with [modifications for safety (PDF)](https://covid19.ca.gov/pdf/guidance-places-of-worship.pdf).\n\nMore info: [Stay home Q&A](https://covid19.ca.gov/stay-home-except-for-essential-needs/)","https://covid19.ca.gov/stay-home-except-for-essential-needs/"," ","[]","false","[]","20"
"Can I practice my religious faith?",,"https://covid19.ca.gov/stay-home-except-for-essential-needs/","","[]","FALSE","[]","96"
"What conditions must be met to resume religious services at places of worship?",,"https://covid19.ca.gov/stay-home-except-for-essential-needs/","","[]","FALSE","[]","97"
"Can children attend group activities (like Sunday school or Hebrew school) at places of worship?",,"https://covid19.ca.gov/stay-home-except-for-essential-needs/","","[]","FALSE","[]","98"
"When will these conditions change for places of worship?",,"https://covid19.ca.gov/stay-home-except-for-essential-needs/","","[]","FALSE","[]","99"
"Can I still exercise? Take my kids to the park for fresh air? Take a walk around the block?",,"https://covid19.ca.gov/stay-home-except-for-essential-needs/","","[]","FALSE","[]","111"
"Can I walk my dog? Take my pet to the vet?",,"https://covid19.ca.gov/stay-home-except-for-essential-needs/","","[]","FALSE","[]","112"
"Can I visit State Parks? What outdoor spaces are open?",,"https://covid19.ca.gov/stay-home-except-for-essential-needs/","","[]","FALSE","[]","113"
"Can I travel?","You can travel for urgent matters or if such travel is essential to your permitted work. Even though businesses around the state are opening up, avoid travelling long distances for vacations or pleasure as much as possible. This is to slow the spread of the coronavirus. Do not travel if you are sick, or if someone in your household has had coronavirus in the last two weeks. Do not travel with someone who is sick.\n\nBefore travelling away from your community, consider these questions from the [Center for Disease Control (CDC) travel guidance](https://www.cdc.gov/coronavirus/2019-ncov/travelers/travel-in-the-us.html):\n\n*   Is coronavirus spreading where you are traveling?\n*   Are you or those you are traveling with more likely to get very sick from coronavirus?\n*   Will you be able to keep 6 feet of physical distance from others during or after your trip?\n\nIf you do travel, take steps to keep everyone safe like wearing a face cloth covering, keeping 6 feet of physical distance from those not in your household, and washing your hands frequently.  \n\nMore info: [Stay home Q&A](https://covid19.ca.gov/stay-home-except-for-essential-needs/)","https://covid19.ca.gov/stay-home-except-for-essential-needs/"," ","[]","false","[]","28"
"Can I go to the Department of Motor Vehicles (DMV)?",,"https://covid19.ca.gov/stay-home-except-for-essential-needs/","","[]","FALSE","[]","114"
"Can I get my smog checked?","The [Bureau of Automotive Repair](https://www.bar.ca.gov/COVID-19_Impacts_on_BAR_Programs_and_Services.aspx) advises drivers to still pay DMV vehicle registration fees to avoid any late fees. However, you will not receive your new registration or year sticker until the smog information has been received by DMV. Once state and local orders or directives are no longer in effect, consumers can then obtain the required smog check certificate to complete the DMV vehicle registration process.\n\nMore info: [Stay home Q&A](https://covid19.ca.gov/stay-home-except-for-essential-needs/)","https://covid19.ca.gov/stay-home-except-for-essential-needs/"," ","[]","false","[]","30"
"Should I use cloth face coverings or masks to protect against COVID-19?",,"https://covid19.ca.gov/healthcare/","","[]","FALSE","[]","115"
"What is a cloth face covering?",,"https://covid19.ca.gov/healthcare/","","[]","FALSE","[]","116"
"How should I care for a cloth face covering?",,"https://covid19.ca.gov/healthcare/","","[]","FALSE","[]","117"
"What if I don’t have health insurance and I need screening,  testing, or treatment for COVID-19?","The cost of coronavirus screening, testing, and treatment for the uninsured is paid for by the [government](https://www.hrsa.gov/CovidUninsuredClaim). You can check your symptoms using the [Symptom Screener](https://www.cdc.gov/coronavirus/2019-ncov/symptoms-testing/symptoms.html?CDC_AA_refVal=https%3A%2F%2Fwww.cdc.gov%2Fcoronavirus%2F2019-ncov%2Fsymptoms-testing%2Findex.html) or by contacting your doctor through [telehealth](https://covid19.ca.gov/telehealth/). You can also get free [testing](https://covid19.ca.gov/testing-and-treatment/) through [Verily’s Project Baseline](https://www.projectbaseline.com/study/covid-19/eligibility/) or [OptumServe](https://lhi.care/covidtesting).\n\nMore info: [Health care coverage](https://covid19.ca.gov/healthcare/)","https://covid19.ca.gov/healthcare/"," ","[]","false","[]","34"
"I want to get screened or tested for COVID-19. I have insurance, but what will this cost me out-of-pocket?",,"https://covid19.ca.gov/healthcare/","","[]","FALSE","[]","119"
"I have a concern or complaint about getting care for COVID-19 under my health insurance. What can I do?",,"https://covid19.ca.gov/healthcare/","","[]","FALSE","[]","120"
"Do Medicare or Medicare Advantage Plans cover coronavirus tests or coronavirus antibody tests?",,"https://covid19.ca.gov/healthcare/","","[]","FALSE","[]","121"
"Can I use telehealth if I am on Medicare?",,"https://covid19.ca.gov/healthcare/","","[]","FALSE","[]","122"
"I am nervous or scared. What can I do?",,"https://covid19.ca.gov/healthcare/","","[]","FALSE","[]","123"
"My safety net eligibility (like CalFresh, Medi-Cal) is expiring and I am under the statewide shelter in place order for COVID-19. Do I need to renew my eligibility now?",,"https://covid19.ca.gov/healthcare/","","[]","FALSE","[]","124"
"What if I need to visit a health care provider?",,"https://covid19.ca.gov/stay-home-except-for-essential-needs/","","[]","FALSE","[]","104"
"What about routine, elective, or non-urgent medical appointments?","Preventive care services and non-emergency surgeries, like organ replacements and tumor removals, can take place if hospitals have enough capacity and protective equipment to do so safely. Eye exams, and elective procedures should be cancelled or rescheduled. If possible, health care visits should be done remotely. Dental services and preventive dental care may be resumed. Contact your doctor through [telehealth](https://covid19.ca.gov/telehealth/) to see what services they are providing.\n\nMore info: [Health care coverage](https://covid19.ca.gov/healthcare/)","https://covid19.ca.gov/healthcare/"," ","[]","false","[]","42"
"Can I get my prescriptions filled?",,"https://covid19.ca.gov/stay-home-except-for-essential-needs/","","[]","FALSE","[]","106"
"I am an older Californian who is isolating at home and I need non-urgent assistance. What can I do?",,"https://covid19.ca.gov/stay-home-except-for-essential-needs/","","[]","FALSE","[]","108"
"How can I make sure the older Californians in my life are safe and healthy during the stay home order?",,"https://covid19.ca.gov/stay-home-except-for-essential-needs/","","[]","FALSE","[]","107"
"Can I leave home to care for my elderly parents or friends who require assistance? Or a friend or family member who has disabilities?","Yes. Be sure that you protect them and yourself by following physical distancing guidelines such as wearing a mask, washing hands before and after, using hand sanitizer, maintaining at least six feet of distance when possible, and covering your cough or sneeze. If you have early signs of a cold, please stay away from your older loved ones.\n\nMore info: [Health care coverage](https://covid19.ca.gov/healthcare/)","https://covid19.ca.gov/healthcare/"," ","[]","false","[]","46"
"Can I visit loved ones in the hospital, nursing home, skilled nursing facility, or other residential care facility?",,"https://covid19.ca.gov/stay-home-except-for-essential-needs/","","[]","FALSE","[]","110"
"What do taxpayers need to do if they want to take advantage of relief from the California Department of Tax and Fee Administration?",,"https://covid19.ca.gov/business-and-employers/","","[]","FALSE","[]","125"
"When will taxpayers start on these payment plans?",,"https://covid19.ca.gov/business-and-employers/","","[]","FALSE","[]","126"
"How will the payment plans work?",,"https://covid19.ca.gov/business-and-employers/","","[]","FALSE","[]","127"
"Is this only for tax payments due for the 1st quarter of 2020?",,"https://covid19.ca.gov/business-and-employers/","","[]","FALSE","[]","128"
"What if taxpayers owe more than the $50,000 limit on the relief?",,"https://covid19.ca.gov/business-and-employers/","","[]","FALSE","[]","129"
"What if taxpayers with more than $5 million in annual taxable sales need this relief?",,"https://covid19.ca.gov/business-and-employers/","","[]","FALSE","[]","130"
"Is the deadline for filing California tax returns extended?",,"https://covid19.ca.gov/taxes/","","[]","FALSE","[]","83"
"Is the deadline for filing California tax returns extended?",,"https://covid19.ca.gov/business-and-employers/","","[]","FALSE","[]","131"
"What is a loan guarantee?",,"https://covid19.ca.gov/business-and-employers/","","[]","FALSE","[]","132"
"Who is eligible to apply?",,"https://covid19.ca.gov/business-and-employers/","","[]","FALSE","[]","133"
"What do you consider a small business?",,"https://covid19.ca.gov/business-and-employers/","","[]","FALSE","[]","134"
"What are excluded businesses?",,"https://covid19.ca.gov/business-and-employers/","","[]","FALSE","[]","135"
"Can I apply for a loan guarantee only if I am ineligible for federal disaster fund financing, such as a SBA loan?",,"https://covid19.ca.gov/business-and-employers/","","[]","FALSE","[]","136"
"How much can I borrow?",,"https://covid19.ca.gov/business-and-employers/","","[]","FALSE","[]","137"
"What are the loan terms?",,"https://covid19.ca.gov/business-and-employers/","","[]","FALSE","[]","138"
"How can I apply?",,"https://covid19.ca.gov/business-and-employers/","","[]","FALSE","[]","139"
"What is the timing for the funding of loans?",,"https://covid19.ca.gov/business-and-employers/","","[]","FALSE","[]","140"
"What can the money be used for?",,"https://covid19.ca.gov/business-and-employers/","","[]","FALSE","[]","141"
"How will this program assist low-wealth and minority communities?",,"https://covid19.ca.gov/business-and-employers/","","[]","FALSE","[]","142"
"Are faith-based businesses eligible for this loan guarantee program?",,"https://covid19.ca.gov/business-and-employers/","","[]","FALSE","[]","143"
"What SBA programs are available to small businesses right now?",,"https://covid19.ca.gov/business-and-employers/","","[]","FALSE","[]","144"
"Which banks are offering the Paycheck Protection Program forgivable loans?",,"https://covid19.ca.gov/business-and-employers/","","[]","FALSE","[]","145"
"Where do I find more information on allowable expenses for a forgivable loan under the Paycheck Protection Program?",,"https://covid19.ca.gov/business-and-employers/","","[]","FALSE","[]","146"
"How does a business know if it is eligible for an SBA loan or loan guarantee program?",,"https://covid19.ca.gov/business-and-employers/","","[]","FALSE","[]","147"
"How do I reach SBA for any questions or assistance?",,"https://covid19.ca.gov/business-and-employers/","","[]","FALSE","[]","148"
"How does a small business know which SBA loan or loan guarantee program is the right one? Can a small business apply to more than one?",,"https://covid19.ca.gov/business-and-employers/","","[]","FALSE","[]","149"
"How do I get SBA to cover my loan payments on my existing 7(a), 504, or microloan if I cannot pay due to COVID-19?",,"https://covid19.ca.gov/business-and-employers/","","[]","FALSE","[]","150"
"If I need help to figure out which program is best for me or to submit an application, where can I find support?",,"https://covid19.ca.gov/business-and-employers/","","[]","FALSE","[]","151"
"How do I maintain a safe workplace?",,"https://covid19.ca.gov/business-and-employers/","","[]","FALSE","[]","152"
"What precautions should healthcare workers and organizations take?","See [Cal/OSHA’s guidance on protecting workers from coronavirus](https://www.dir.ca.gov/dosh/coronavirus/Health-Care-General-Industry.html).\n\nMore info: [Businesses and employers](https://covid19.ca.gov/business-and-employers/)","https://covid19.ca.gov/business-and-employers/"," ","[]","false","[]","76"
"How can I avoid laying off employees if my business is impacted by COVID-19?",,"https://covid19.ca.gov/business-and-employers/","","[]","FALSE","[]","153"
"Is there financial help for student loans?",,"https://covid19.ca.gov/education/","","[]","FALSE","[]","174"
"My school provides free grab-and-go meals. Are those still available?","Yes. It is essential to keep children fed. Check with your local school district for days and times meals are offered.\n\nMore info: [Education](https://covid19.ca.gov/education/)","https://covid19.ca.gov/education/"," ","[]","false","[]","79"
"What if I don’t have internet access at home?",,"https://covid19.ca.gov/education/","","[]","FALSE","[]","176"
"How will students with disabilities receive services during school closures?",,"https://covid19.ca.gov/education/","","[]","FALSE","[]","177"
"Will there be standardized testing? When?",,"https://covid19.ca.gov/education/","","[]","FALSE","[]","178"
"Program eligibility",,"https://covid19.ca.gov/workers/","","[]","FALSE","[]","179"
"How to reserve a room",,"https://covid19.ca.gov/workers/","","[]","FALSE","[]","180"
"Program details",,"https://covid19.ca.gov/workers/","","[]","FALSE","[]","181"
"Am I allowed to work during the outbreak?",,"https://covid19.ca.gov/get-financial-help/","","[]","FALSE","[]","164"
"Am I allowed to work during the outbreak?",,"https://covid19.ca.gov/workers/","","[]","FALSE","[]","182"
"What can I do if my work hours are reduced because of COVID-19?",,"https://covid19.ca.gov/get-financial-help/","","[]","FALSE","[]","170"
"What can I do if my work hours are reduced because of COVID-19?",,"https://covid19.ca.gov/workers/","","[]","FALSE","[]","183"
"Do I need a note or certificate from a medical provider to file for unemployment?",,"https://covid19.ca.gov/get-financial-help/","","[]","FALSE","[]","168"
"Do I need a note or certificate from a medical provider to file for unemployment?",,"https://covid19.ca.gov/workers/","","[]","FALSE","[]","184"
"How long will it take to process a claim for unemployment or insurance benefits and to receive a payment?",,"https://covid19.ca.gov/get-financial-help/","","[]","FALSE","[]","172"
"How long will it take to process a claim for unemployment or insurance benefits and to receive a payment?",,"https://covid19.ca.gov/workers/","","[]","FALSE","[]","185"
"What can I do if I miss work because of school closures?",,"https://covid19.ca.gov/get-financial-help/","","[]","FALSE","[]","171"
"What can I do if I miss work because of school closures?",,"https://covid19.ca.gov/workers/","","[]","FALSE","[]","186"
"What if I can’t work because I’m taking care of someone who’s sick or quarantined?",,"https://covid19.ca.gov/get-financial-help/","","[]","FALSE","[]","169"
"What if I can’t work because I’m taking care of someone who’s sick or quarantined?",,"https://covid19.ca.gov/workers/","","[]","FALSE","[]","187"
"What can I do if I can’t work because I’m sick or quarantined because of COVID-19?",,"https://covid19.ca.gov/get-financial-help/","","[]","FALSE","[]","165"
"What can I do if I can’t work because I’m sick or quarantined because of COVID-19?",,"https://covid19.ca.gov/workers/","","[]","FALSE","[]","188"
"What if I don’t have any available sick leave to use?",,"https://covid19.ca.gov/workers/","","[]","FALSE","[]","189"
"How do I get mortgage relief and/or forbearance?",,"https://covid19.ca.gov/get-financial-help/","","[]","FALSE","[]","156"
"How long will the forbearance last?",,"https://covid19.ca.gov/get-financial-help/","","[]","FALSE","[]","157"
"What effect will this have on my credit report?",,"https://covid19.ca.gov/get-financial-help/","","[]","FALSE","[]","158"
"How long will these programs last?",,"https://covid19.ca.gov/get-financial-help/","","[]","FALSE","[]","159"
"What if my financial institution isn’t offering this relief?",,"https://covid19.ca.gov/get-financial-help/","","[]","FALSE","[]","160"
"What if I already made a payment or was hit with a fee because of COVID-19?",,"https://covid19.ca.gov/get-financial-help/","","[]","FALSE","[]","161"
"Is mortgage relief available to businesses?",,"https://covid19.ca.gov/get-financial-help/","","[]","FALSE","[]","162"
"What if my mortgage servicer is not communicative or cooperative?",,"https://covid19.ca.gov/get-financial-help/","","[]","FALSE","[]","163"
"What kind of sick leave is available to me?",,"https://covid19.ca.gov/get-financial-help/","","[]","FALSE","[]","166"
"What if my employer does not have paid sick leave?",,"https://covid19.ca.gov/get-financial-help/","","[]","FALSE","[]","167"
"Can I get child care during the stay home order?",,"https://covid19.ca.gov/stay-home-except-for-essential-needs/","","[]","FALSE","[]","102"
"Can I get child care during the stay home order?",,"https://covid19.ca.gov/get-financial-help/","","[]","FALSE","[]","173"
"I am homeless and I may have come in contact with coronavirus. How can I self-isolate with nowhere to go and services closing down?",,"https://covid19.ca.gov/housing-and-homelessness/","","[]","FALSE","[]","190"
"Will there be a rent freeze or waiver for renters? Are evictions allowed during the stay at home order?","There is an [order](https://www.gov.ca.gov/2020/03/16/governor-newsom-issues-executive-order-to-protect-renters-and-homeowners-during-covid-19-pandemic/) in place to halt evictions and protect renters. If you are financially affected by COVID-19 and [can’t pay your full rent](https://bcsh.ca.gov/coronavirus19/graphic_rent.pdf), let your landlord know in writing within seven days of the rent due date. Save documentation as proof. The order does not relieve you from the obligation to pay rent. It also does not restrict the landlord from recovering rent that is due.\n\nMore info: [Housing and Homelessness](https://covid19.ca.gov/housing-and-homelessness/)","https://covid19.ca.gov/housing-and-homelessness/"," ","[]","false","[]","106"
"Can landlords delay their payments while their tenants cannot pay rent?","Yes, there are protections in effect through July 28, 2020 for landlords. The [order](https://www.gov.ca.gov/2020/03/16/governor-newsom-issues-executive-order-to-protect-renters-and-homeowners-during-covid-19-pandemic/) requests lenders to halt foreclosures and related evictions during this time. Property owners should contact their financial institutions.\n\nMore info: [Housing and Homelessness](https://covid19.ca.gov/housing-and-homelessness/)","https://covid19.ca.gov/housing-and-homelessness/"," ","[]","false","[]","107"
"What if a provider says they have availability on MyChildCare.ca.gov but when I connect with them they have no space?",,"https://covid19.ca.gov/childcare/","","[]","FALSE","[]","193"
"How can I find out more about the provider listed in MyChildCare.ca.gov?",,"https://covid19.ca.gov/childcare/","","[]","FALSE","[]","194"
"How can I find help paying for childcare?","[MyChildCare.ca.gov](http://mychildcare.ca.gov/) provides information on all licensed center-based and family childcare homes. This includes both private-pay and subsidized childcare. Children of essential workers are now eligible to enroll in subsidized emergency childcare through June 30, 2020. This is subject to capacity and eligibility requirements. Your [local childcare resource and referral agency](https://rrnetwork.org/index.php?p=family-services/find-child-care) can answer more questions about childcare subsidies.\n\nMore info: [Find childcare options near you](https://covid19.ca.gov/childcare/)","https://covid19.ca.gov/childcare/"," ","[]","false","[]","110"
"Can I get childcare during the stay home order?","Yes, all childcare facilities can open with necessary modifications.\n\nMore info: [Find childcare options near you](https://covid19.ca.gov/childcare/)","https://covid19.ca.gov/childcare/"," ","[]","false","[]","111"
"Can my babysitter still come to the house?",,"https://covid19.ca.gov/stay-home-except-for-essential-needs/","","[]","FALSE","[]","103"
