Question	Answer	Source	Metadata	SuggestedQuestions	IsContextOnly	Prompts	QnaId
كيف أُوجد بيئة عمل آمنة؟	اتبع [التوجيهات الخاصة بالصناعة](https://saferatwork.covid19.ca.gov/employers/#employer-portal) لإدارة صناعتك أو شركتك. بغض النظر عن نوع العمل الذي تمارسه:\n\n*   اطلب من الموظفين البقاء في المنزل إذا شعروا بالمرض.\n    *   قم بتنفيذ سياسات الإجازات المرضية لدعم ذلك.\n    *   هناك برامج حكومية تدعم [الإجازات المرضية للمصابين](https://www.dir.ca.gov/dlse/Comparison-COVID-19-Paid-Leave.html) بكوفيد-19[وتعويض العاملين](https://www.labor.ca.gov/coronavirus2019/#chart).\n*   نظف مكان العمل بشكل روتيني.\n*   قم بتقليل السفر. شجع على عقد اللقاءات عبر الفيديو وقم بالحد من التجمعات الكبيرة.\n*   اتبع [توجيهات كاليفورنيا/إدارة السلامة والصحة المهنية (Cal/OSHA)](https://www.dir.ca.gov/dosh/coronavirus/General-Industry.html) حول حماية العمال من كوفيد-19.\n*   اتبع [توجيهات مركز مكافحة الأمراض والوقاية منها (CDC) للحفاظ على سلامة مكان العمل PDF (this is a pdf file)](https://www.cdc.gov/coronavirus/2019-ncov/downloads/workplace-school-and-home-guidance.pdf) (PDF).\n\nMore info: [الشركات التجارية وأصحاب العمل](https://covid19.ca.gov/ar/business-and-employers/)	https://covid19.ca.gov/ar/business-and-employers/	 	[]	false	[]	11
ما الخطوات التي يلزمني اتخاذها إذا جاءت نتيجة الاختبار إيجابية لأحد موظفي الشركة؟	إذا اكتشف صاحب العمل أنَّ 3 عُمال أو أكثر قد  ثبتت إصابتهم بـكوفيد-19 أو ظهرت عليهم الأعراض خلال فترة 14 يومًا، فيجب عليهم:\n\n*   إبلاغ إدارة الصحة المحلية بالمعلومات التالية في غضون 48 ساعة:\n    *   اسم وعنوان موقع العمل\n    *   عدد الحالات\n    *   أسماء ومهن العُمال المصابين بـكوفيد-19\n    *   كود نظام تصنيف الصناعة في أمريكا الشمالية لموقع العمل. هذا رمز رقمي مكون من 6 أرقام يصنف الشركات حسب الصناعة.\n*   قُم بإخطار إدارة الصحة المحلية؛ إذا تم تحديد حالات إضافية في موقع العمل\n\nللمزيد من المعلومات حول اشتراطات صاحب العمل، بما في ذلك حفظ السجلات والإبلاغ، راجع [كوفيد-19 في مكان العمل لأصحاب العمل (PDF)PDF (this is a pdf file)](https://www.dir.ca.gov/dosh/dosh_publications/COVIDOnePageFS.pdf).\n\nMore info: [الشركات التجارية وأصحاب العمل](https://covid19.ca.gov/ar/business-and-employers/)	https://covid19.ca.gov/ar/business-and-employers/	 	[]	false	[]	12
ما الاحتياطات التي يجب على العاملين في مجال الرعاية الصحية والمنظمات اتباعها؟	لقد قامت إدارة الصحة والسلامة المهنية بولاية كاليفورنيا (Cal/OSHA) بإصدار [توجيهات صناعية على مستوى الولاية](https://www.dir.ca.gov/dosh/coronavirus/Health-Care-General-Industry.html) حول كيفية حماية العمال من فيروس كورونا.\n\nMore info: [الشركات التجارية وأصحاب العمل](https://covid19.ca.gov/ar/business-and-employers/)	https://covid19.ca.gov/ar/business-and-employers/	 	[]	false	[]	13
كيف يمكنني تجنب تسريح الموظفين إذا تأثر عملي بمرض كوفيد-19؟	إنَّ برنامج حماية الرواتب (PPP) الفيدرالي هو برنامجٌ يقدم قروضًا معفاةً للشركات الصغيرة والمنظمات غير الربحية. يمكن استخدام أموال برنامج حماية الرواتب لدفع أجور الموظفين. تعرف على المزيد حول [برنامج حماية الرواتب على موقع إدارة الأعمال التجارية الصغيرة الأمريكية](https://www.sba.gov/funding-programs/loans/coronavirus-relief-options/paycheck-protection-program).\n\nإضافة إلى ذلك؛ تُقدم إدارة تنمية فرص العمل [برنامج مشاركة العمل للتأمين ضد البطالة (UI)](https://www.edd.ca.gov/Unemployment/Work_Sharing_Program.htm) كبديلٍ مؤقتٍ لتسريح العمال.\n\nMore info: [الشركات التجارية وأصحاب العمل](https://covid19.ca.gov/ar/business-and-employers/)	https://covid19.ca.gov/ar/business-and-employers/	 	[]	false	[]	14
هل يمكنني الحصول على المساعدة فيما يتعلق بالدفع مقابل رعاية الأطفال؟	إن [شبكة موارد وإحالات رعاية الأطفال بكاليفورنيا](https://rrnetwork.org/index.php?p=family-services/find-child-care) لديها المزيد من المعلومات حول إعانات رعاية الأطفال.\n\nMore info: [اعثر على خيارات رعاية الأطفال القريبة منك](https://covid19.ca.gov/ar/childcare/)	https://covid19.ca.gov/ar/childcare/	 	[]	false	[]	15
هل ما زال بإمكان جليسة الأطفال القدوم إلى منزلي؟	نعم. إن عاملة رعاية الأطفال، مثل جليسة الأطفال، يمكن أن تأتي إلى منزلك. وينبغي لها أن تلتزم بإجراءات الوقاية الأساسية مثل:\n\n*   ارتداء قناع\n*   غسل اليدين لمدة 20 ثانية على الأقل\n*   الالتزام بالتباعد الجسدي\n*   البقاء في المنزل في حالة الشعور بالإعياء\n\nMore info: [اعثر على خيارات رعاية الأطفال القريبة منك](https://covid19.ca.gov/ar/childcare/)	https://covid19.ca.gov/ar/childcare/	 	[]	false	[]	16
كيف يمكنني المشاركة في نظام ولاية كاليفورنيا للإخطار بالإصابة بكوفيد (CA Notify) وأنظمة Google وApple للإخطار بالتعرض لأحد المصابين؟	يمكنك إضافة هاتفك إلى معركة كوفيد عن طريق تشغيل CA Notify، نظام إشعار التعرض للمصابين في كاليفورنيا. هذا النظام لا يتتبع معلوماتك الشخصية أو موقعك. لمزيد من التفاصيل، طالع موقع [CA Notify](https://canotify.ca.gov/) الإلكتروني أو اتصل على ‎888-421-9457 (888-4C19-HLP).\n\nMore info: [تتبع المخالطين](https://covid19.ca.gov/ar/contact-tracing/)	https://covid19.ca.gov/ar/contact-tracing/	 	[]	false	[]	17
ما المخالطة اللصيقة؟	تحدث [المخالطة اللصيقة](https://www.cdc.gov/coronavirus/2019-ncov/php/contact-tracing/contact-tracing-plan/appendix.html#contact) عند وجود شخص في نطاق مسافة 6 أقدام بينه وبين شخص مصاب بمرض كوفيد-19 لمدة 15 دقيقة على الأقل على مدار 24 ساعة بدايةً من يومين قبل ظهور الأعراض (أو بالنسبة للمرضى الذين لا يعانون من أعراض، قبل يومين من إجراء الاختبار) حتى وقت عزل المريض.\n\nتُعد مخالطًا مخالطة لصيقة إذا تعرضت لما يلي:\n\n*   كنت قد قدمت الرعاية في منزل شخص مصاب بمرض كوفيد-19\n*   اتصلت اتصالاً جسديًا مباشرًا مع الشخص (مثل العناق أو التقبيل)\n*   قد تشاركت أواني الأكل أو الشرب\n*   عطس المريض أو سعل وسقط عليك أي رذاذ متطاير من الجهاز التنفسي بطريقة ما\n\nMore info: [تتبع المخالطين](https://covid19.ca.gov/ar/contact-tracing/)	https://covid19.ca.gov/ar/contact-tracing/	 	[]	false	[]	18
هل أُعتبر مخالطًا اختلاطًا لصيقًا حتى ولو كنت أرتدي قناعًا؟	نعم، ما زلت تُعد [مخالطًا](https://www.cdc.gov/coronavirus/2019-ncov/php/contact-tracing/contact-tracing-plan/appendix.html#contact) حتى لو كنت ترتدي قناعًا في أثناء وجودك بالقرب من شخص مصاب بمرض كوفيد-19. تشير الدراسات إلى أن الأقنعة توفر بعض الحماية لمن يرتدونها، بالإضافة إلى المساعدة في حماية الأشخاص الآخرين في حالة إصابتك بالعدوى، لكنها لا تضمن إيقاف  \nانتقال العدوى بنسبة 100%.\n\nMore info: [تتبع المخالطين](https://covid19.ca.gov/ar/contact-tracing/)	https://covid19.ca.gov/ar/contact-tracing/	 	[]	false	[]	19
هل ستتعقب وسائل تتبع المخالطين موقعي؟	لا، لا يستخدم برنامج تتبع المخالطين في كاليفورنيا أي تقنية من تقنيات تعقب الهواتف الخلوية. كما يُطلب من المختبرات التي تحدد الحالات الإيجابية تقديم معلومات الاتصال إلى إدارة الصحة العامة. وسيتحدث معك شخص ما من إدارة الصحة العامة المحلية بمنتهى الخصوصية. إن جميع المعلومات سرية ومحمية بموجب قوانين حماية الخصوصية الصارمة في كاليفورنيا. قد يبقون على اتصال بك للتأكد من أن أعراضك لا تزداد سوءًا.\n\nMore info: [تتبع المخالطين](https://covid19.ca.gov/ar/contact-tracing/)	https://covid19.ca.gov/ar/contact-tracing/	 	[]	false	[]	20
هل تتوفر مساعدة لتتبع المخالطين بلغتي؟	يمكن [لإدارة الصحة العامة المحلية](/ar/get-local-information/) التواصل معك بالعديد من اللغات المختلفة.\n\nMore info: [تتبع المخالطين](https://covid19.ca.gov/ar/contact-tracing/)	https://covid19.ca.gov/ar/contact-tracing/	 	[]	false	[]	21
كيف أعثر على أحد مواقع فحص فيروس كورونا؟	قم بزيارة صفحة [الاختبار](/ar/testing-and-treatment/). يمكنك البحث عن مواقع إجراء الفحص هناك باستخدام الرمز البريدي الخاص بك. إن موقع [إدارة الصحة المحلية](/ar/get-local-information/) قد يكون مدرج عليه قوائم بمواقع اختبار إضافية.\n\nMore info: [تتبع المخالطين](https://covid19.ca.gov/ar/contact-tracing/)	https://covid19.ca.gov/ar/contact-tracing/	 	[]	false	[]	22
ماذا لو كنت مصابًا بأعراض كوفيد-19 ولم تتصل بي إدارة الصحة؟	[ستخضع للفحص](/ar/testing-and-treatment/) على الفور. [اعزل](https://www.cdc.gov/coronavirus/2019-ncov/if-you-are-sick/isolation.html) نفسك حتى:\n\n*   مرور 10 أيام على الأقل منذ بداية ظهور الأعراض، **و**\n*   واختفاء الحمى لديك لمدة لا تقل عن 24 ساعة دون استخدام أي أدوية، **و**\n*   قد تحسنت [الأعراض التي تظهر عليك](/ar/symptoms-and-risks/) (مثل السعال وضيق التنفس).\n\nاتصل بإدارة الصحة المحلية لتتبع المخالطين. هذا صحيح سواء كانت نتيجة فحوصاتك إيجابية أو سلبية أو لم تخضع للفحوصات. اقرأ المزيد في [دليل صاحب العمل لإعادة الفتح الآمن (PDF)PDF (this is a pdf file)](https://files.covid19.ca.gov/pdf/employer-playbook-for-safe-reopening--ar.pdf).\n\nMore info: [تتبع المخالطين](https://covid19.ca.gov/ar/contact-tracing/)	https://covid19.ca.gov/ar/contact-tracing/	 	[]	false	[]	23
ماذا لو كنت قد خالطت شخصًا مصاب بأعراض كوفيد 19، ولكن إدارة الصحة المحلية في منطقتي ليست على علم بذلك؟	يجب عليك [الخضوع للفحوصات](/ar/testing-and-treatment/). اتصل [بإدارة الصحة المحلية](/ar/get-local-information/) لتتبع المخالطين. [اعزل](https://www.cdc.gov/coronavirus/2019-ncov/if-you-are-sick/quarantine.html) نفسك أثناء انتظار نتائج اختبارك.\n\n**إذا كانت نتيجة فحوصاتك إيجابية لكن لا تظهر عليك أي أعراض**، فيجب عليك [عزل نفسك](https://www.cdc.gov/coronavirus/2019-ncov/if-you-are-sick/isolation.html) في المنزل لمدة 10 أيام على الأقل.\n\n**إذا ظهرت عليك الأعراض**، فيجب أن تبقى في المنزل حتى:\n\n*   مرور 10 أيام على الأقل منذ بداية ظهور الأعراض، **و**\n*    اختفاء الحمى لديك لمدة لا تقل عن 24 ساعة وبدون استخدام أي أدوية، **و** \n*   قد تحسنت [أعراضك](/ar/symptoms-and-risks/) (مثل السعال وضيق التنفس).\n\nهذا صحيح سواء كانت نتيجة فحوصاتك إيجابية أو سلبية أو لم تخضع للفحوصات.\n\n**إذا كنت قد اختلطت [اختلاطًا لصيقًا](https://www.cdc.gov/coronavirus/2019-ncov/php/contact-tracing/contact-tracing-plan/appendix.html#contact) بأحد الأشخاص التي كانت نتيجة فحوصاتهم إيجابية لكن نتيجة فحصك سلبية**، فيجب عليك أن تبقى في [الحجر الصحي](https://www.cdc.gov/coronavirus/2019-ncov/if-you-are-sick/quarantine.html) في المنزل لمدة 10 يومًا على الأقل.\n\n*   يمكن للمخالطين اختلاطًا لصيقًا الذين لم تظهر عليهم أي أعراض مطلقًا قطع فترة الحجر الصحي بعد اليوم العاشر من تاريخ آخر تعرض **دون** إجراء اختبار.\n*   إذا خرجت من الحجر الصحي قبل اليوم 14 من تاريخ التعرض لأحد المصابين، فيجب عليك:\n    *   راقب نفسك يوميًا للوقوف على أعراض كوفيد-19 حتى اليوم 14 وإذا ظهرت عليك الأعراض، فاعزل نفسك على الفور واتصل بإدارة الصحة العامة المحلية أو مقدم الرعاية الصحية لإجراء الاختبار.\n    *   ارتدِ قناعًا أو غطاءا للوجه عند اختلاطك بغيرك من الأفراد، واستمر في غسل يديك كثيرًا، وابتعد عن الآخرين مسافة 6 أقدام على الأقل حتى اليوم 14.\n\nMore info: [تتبع المخالطين](https://covid19.ca.gov/ar/contact-tracing/)	https://covid19.ca.gov/ar/contact-tracing/	 	[]	false	[]	24
